career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
3,0,0,0,0,0,,1,Rakesh Narwal,50.0,204,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",3,3,3.0,2,,3.0,1,2,0,,49,"Pro Kabaddi League Season 7, 2019",150.0,1,0,0.0,0,0,0,,0.0,0,,0,3,0,0,1,0
2,2,0,0,0,0,,2,Gurdeep,0.0,2041,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",2,2,1.0,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,2,1.0,0,0,0,,66.66,3,,2,0,2,1,0,0
10,4,0,59,0,0,,16,Deepak Narwal,70.74,211,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",61,61,3.81,15,,3.56,42,147,0,,2,"Pro Kabaddi League Season 2, 2015",38.77,45,4,0.25,0,1,0,,28.57,14,,4,57,4,10,43,0
15,2,1,27,0,0,,9,Deepak Narwal,82.75,211,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",33,33,3.66,12,,3.44,19,58,0,,3,"Pro Kabaddi League Season 3, 2016",53.44,21,1,0.11,1,0,1,,40.0,5,,2,31,2,4,10,0
5,0,0,29,0,0,,6,Deepak Narwal,68.51,211,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",13,13,2.16,5,,2.16,8,54,0,,4,"Pro Kabaddi League Season 4, 2016",24.07,8,0,0.0,0,1,0,,0.0,1,,0,13,0,1,17,0
11,2,0,74,2,0,,16,Deepak Narwal,77.54,211,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",87,87,5.43,22,,5.31,63,187,0,,8,"Pro Kabaddi League Season 5, 2017",45.45,71,2,0.12,4,1,0,,20.0,10,,2,85,2,8,42,1
13,4,0,50,0,0,,17,Deepak Narwal,75.0,211,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",74,74,4.35,37,,4.11,33,140,0,,26,"Pro Kabaddi League Season 6, 2018",50.0,55,4,0.23,3,1,0,,44.44,9,,4,70,4,5,35,0
9,1,0,54,0,0,,15,Deepak Narwal,71.54,211,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",41,41,2.73,8,,2.66,32,123,0,,49,"Pro Kabaddi League Season 7, 2019",32.52,34,1,0.06,0,0,0,,16.66,6,,1,40,1,5,35,0
5,21,1,26,0,0,,12,Amit Hooda,85.71,212,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",26,26,2.16,0,,0.41,5,35,0,,2,"Pro Kabaddi League Season 2, 2015",14.28,4,20,1.66,0,0,1,,51.21,41,,21,5,21,21,5,0
3,11,0,4,0,0,,4,Amit Hooda,100.0,212,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",11,11,2.75,0,,0.0,0,4,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,11,2.75,0,0,0,,40.74,27,,11,0,11,16,0,0
6,51,4,0,0,3,,16,Amit Hooda,0.0,212,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",53,53,3.31,2,,0.12,0,2,0,,4,"Pro Kabaddi League Season 4, 2016",100.0,0,47,2.93,0,0,4,,57.3,89,,51,2,51,42,2,1
6,61,6,6,2,2,,22,Amit Hooda,85.71,212,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",61,61,2.77,0,,0.0,0,7,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,55,2.5,0,0,6,,52.13,117,,61,0,61,62,1,0
8,49,4,0,2,4,,18,Amit Hooda,0.0,212,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",51,51,2.83,2,,0.11,0,2,0,,26,"Pro Kabaddi League Season 6, 2018",100.0,0,45,2.5,0,0,4,,57.64,85,,49,2,49,40,2,0
5,31,3,3,0,2,,12,Amit Hooda,100.0,212,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",31,31,2.58,0,,0.0,0,3,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,28,2.33,0,0,3,,50.81,61,,31,0,31,33,0,0
3,3,0,5,0,0,,2,Amit Kumar,85.71,214,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",4,4,2.0,0,,0.5,1,7,0,,26,"Pro Kabaddi League Season 6, 2018",14.28,1,3,1.5,0,0,0,,37.5,8,,3,1,3,5,1,0
3,10,2,42,0,0,,9,Amit Kumar,93.61,214,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",13,13,1.44,1,,0.33,2,47,0,,49,"Pro Kabaddi League Season 7, 2019",6.38,2,8,0.88,0,0,2,,47.61,21,,10,3,10,13,3,0
5,6,0,5,1,1,,9,Sachin Kumar,71.42,218,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",7,7,0.77,1,,0.11,0,7,0,,8,"Pro Kabaddi League Season 5, 2017",14.28,0,6,0.66,0,0,0,,25.0,24,,6,1,6,18,2,0
7,43,4,54,1,2,,25,Sachin Kumar,84.26,218,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",68,68,2.72,1,,1.0,24,89,0,,26,"Pro Kabaddi League Season 6, 2018",28.08,21,39,1.56,0,0,4,,42.57,101,,43,25,43,62,14,1
2,4,1,13,0,0,,12,Sachin Kumar,92.85,218,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",4,4,0.33,0,,0.0,0,14,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,3,0.25,0,0,1,,36.36,11,,4,0,4,8,1,0
0,0,0,0,0,0,0.0,0,Sachin Kumar,0.0,218,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': False}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,2,"Pro Kabaddi League Season 2, 2015",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Sachin Kumar,0.0,218,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': False}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,3,"Pro Kabaddi League Season 3, 2016",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
3,2,0,7,0,0,,4,K. Prapanjan,71.42,219,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",7,7,1.75,1,,1.25,4,14,0,,2,"Pro Kabaddi League Season 2, 2015",35.71,3,2,0.5,0,0,0,,40.0,5,,2,5,2,3,4,0
1,0,0,0,0,0,,4,K. Prapanjan,16.66,219,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",2,2,0.5,1,,0.5,1,6,0,,3,"Pro Kabaddi League Season 3, 2016",33.33,1,0,0.0,0,0,0,,0.0,2,,0,2,0,2,5,0
3,0,0,19,0,0,,11,K. Prapanjan,69.04,219,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",12,12,1.09,1,,1.09,11,42,0,,4,"Pro Kabaddi League Season 4, 2016",28.57,10,0,0.0,0,0,0,,0.0,1,,0,12,0,1,13,0
11,1,0,133,0,0,,22,K. Prapanjan,77.45,219,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",124,124,5.63,20,,5.59,103,306,0,,8,"Pro Kabaddi League Season 5, 2017",40.19,104,1,0.04,3,2,0,,5.88,17,,1,123,1,16,69,0
12,1,0,104,0,0,,22,K. Prapanjan,78.03,219,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",123,123,5.59,20,,5.54,102,255,0,,26,"Pro Kabaddi League Season 6, 2018",47.84,95,1,0.04,4,1,0,,9.09,11,,1,122,1,10,56,0
12,2,0,85,0,0,,18,K. Prapanjan,79.18,219,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",101,101,5.61,25,,5.5,74,197,0,,49,"Pro Kabaddi League Season 7, 2019",50.25,71,2,0.11,3,4,0,,14.28,14,,2,99,2,12,41,0
5,0,0,0,0,0,,3,Victor Onyango Obiero,57.14,2257,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",6,6,2.0,2,,2.0,4,7,0,,26,"Pro Kabaddi League Season 6, 2018",85.71,4,0,0.0,0,0,0,,0.0,0,,0,6,0,0,3,0
5,2,1,2,0,0,,3,Victor Onyango Obiero,75.0,2257,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",8,8,2.66,3,,2.0,3,8,0,,49,"Pro Kabaddi League Season 7, 2019",75.0,4,1,0.33,0,0,1,,40.0,5,,2,6,2,4,2,0
2,0,0,0,0,0,,3,Md. Masud Karim,50.0,2262,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",3,3,1.0,1,,1.0,2,4,0,,26,"Pro Kabaddi League Season 6, 2018",75.0,2,0,0.0,0,0,0,,0.0,0,,0,3,0,0,2,0
0,0,0,0,0,0,0.0,0,Md. Masud Karim,0.0,2262,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,,1,Milinda Chathuranga,0.0,2263,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Amir Santosh Dhumal,0.0,2264,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,1,0,0,,1,Naveen,33.33,2268,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,3,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,2,0
0,0,0,0,0,0,0.0,0,Naveen,0.0,2268,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,3,0,0,,2,Yashwant Bishnoi,50.0,2282,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,6,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,2,,0,0,0,2,3,0
0,0,0,0,0,0,0.0,0,Yashwant Bishnoi,0.0,2282,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
8,8,1,70,0,0,,14,Surender Gill,74.64,2286,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",55,55,3.92,5,,3.35,42,142,0,,49,"Pro Kabaddi League Season 7, 2019",33.09,36,7,0.5,0,0,1,,66.66,12,,8,47,8,5,36,0
5,0,0,10,0,0,,4,Rajnish,69.23,2290,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",9,9,2.25,3,,2.25,6,26,0,,26,"Pro Kabaddi League Season 6, 2018",34.61,8,0,0.0,0,0,0,,0.0,3,,0,9,0,3,8,0
10,1,0,28,0,0,,8,Rajnish,78.68,2290,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",28,28,3.5,13,,3.37,14,61,0,,49,"Pro Kabaddi League Season 7, 2019",44.26,20,1,0.12,1,1,0,,16.66,6,,1,27,1,5,13,0
5,0,0,18,0,0,,6,Amit Kumar,75.86,2291,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",8,8,1.33,1,,1.33,7,29,0,,26,"Pro Kabaddi League Season 6, 2018",27.58,4,0,0.0,0,1,0,,0.0,3,,0,8,0,3,7,0
9,18,1,28,0,0,,12,Amit Kumar,66.66,2291,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",35,35,2.91,6,,1.41,11,60,0,,49,"Pro Kabaddi League Season 7, 2019",28.33,12,17,1.41,0,0,1,,48.64,37,,18,17,18,20,20,0
15,5,1,100,0,0,,22,Naveen Kumar,79.47,2296,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",177,177,8.04,41,,7.81,131,307,0,,26,"Pro Kabaddi League Season 6, 2018",56.02,144,4,0.18,8,3,1,,41.66,12,,5,172,5,8,63,0
17,2,0,113,0,0,,16,Naveen Kumar,86.6,2296,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",199,199,12.43,44,,12.31,153,321,0,,49,"Pro Kabaddi League Season 7, 2019",61.37,165,2,0.12,15,2,0,,40.0,5,,2,197,2,3,43,0
0,0,0,0,0,0,0.0,0,Arkam Shaikh,0.0,2297,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Arkam Shaikh,0.0,2297,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
13,2,1,6,0,0,,4,Armaan,65.21,2298,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,3.75,5,,3.25,8,23,0,,26,"Pro Kabaddi League Season 6, 2018",56.52,9,1,0.25,1,1,1,,200.0,1,,2,13,2,0,8,0
4,0,0,13,0,0,,6,Armaan,59.37,2298,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",9,9,1.5,1,,1.5,8,32,0,,49,"Pro Kabaddi League Season 7, 2019",28.12,6,0,0.0,0,1,0,,0.0,7,,0,9,0,7,13,0
0,0,0,0,0,0,,2,Mula Siva Ganesh Reddy,0.0,2299,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,2,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,2,0
5,4,1,2,0,0,,3,Lalit Chaudhary,42.85,2306,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",7,7,2.33,2,,1.0,1,7,0,,26,"Pro Kabaddi League Season 6, 2018",42.85,1,3,1.0,0,0,1,,100.0,4,,4,3,4,1,4,0
3,3,1,4,0,0,,4,Lalit Chaudhary,45.45,2306,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",5,5,1.25,0,,0.5,2,11,0,,49,"Pro Kabaddi League Season 7, 2019",18.18,1,2,0.5,0,0,1,,150.0,2,,3,2,3,0,6,0
6,2,1,20,0,0,,8,Kamal Singh,77.14,2307,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,1.87,7,,1.62,6,35,0,,26,"Pro Kabaddi League Season 6, 2018",37.14,7,1,0.12,0,0,1,,33.33,6,,2,13,2,5,8,0
2,2,0,6,0,0,,3,Kamal Singh,75.0,2307,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",2,2,0.66,0,,0.0,0,8,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,2,0.66,0,0,0,,33.33,6,,2,0,2,4,2,0
2,0,0,3,0,0,,3,Gaurav Kumar,50.0,2313,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",2,2,0.66,0,,0.66,2,10,0,,26,"Pro Kabaddi League Season 6, 2018",20.0,2,0,0.0,0,0,0,,0.0,0,,0,2,0,0,5,0
0,0,0,0,0,0,0.0,0,Gaurav Kumar,0.0,2313,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
8,2,0,19,2,0,,9,Azad Singh,68.75,2316,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",23,23,2.55,8,,2.33,13,48,0,,26,"Pro Kabaddi League Season 6, 2018",43.75,14,2,0.22,0,1,0,,40.0,5,,2,21,2,3,15,0
3,0,0,14,0,0,,4,Azad Singh,65.38,2316,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",6,6,1.5,3,,1.5,3,26,0,,49,"Pro Kabaddi League Season 7, 2019",23.07,3,0,0.0,0,0,0,,0.0,1,,0,6,0,1,9,0
1,0,0,1,0,0,,2,Arun Kumar HN,40.0,2318,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",1,1,0.5,0,,0.5,1,5,0,,26,"Pro Kabaddi League Season 6, 2018",20.0,1,0,0.0,0,0,0,,0.0,1,,0,1,0,1,3,0
2,0,0,0,0,0,,2,Arun Kumar HN,25.0,2318,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",2,2,1.0,2,,1.0,0,4,0,,49,"Pro Kabaddi League Season 7, 2019",50.0,1,0,0.0,0,0,0,,0.0,0,,0,2,0,0,3,0
0,0,0,0,0,0,0.0,0,Mohit Balyan,0.0,2320,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Mohit Balyan,0.0,2320,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
4,1,0,0,0,0,,3,Ankush,66.66,2321,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",7,7,2.33,2,,2.0,4,6,0,,49,"Pro Kabaddi League Season 7, 2019",100.0,4,1,0.33,0,0,0,,100.0,1,,1,6,1,0,2,0
0,0,0,1,0,0,,1,Ankit Beniwal,33.33,2322,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,,0.0,0,3,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,2,0
2,1,0,4,0,0,,5,Ankit Beniwal,56.25,2322,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",8,8,1.6,2,,1.4,5,16,0,,49,"Pro Kabaddi League Season 7, 2019",43.75,5,1,0.2,0,0,0,,50.0,2,,1,7,1,1,7,0
8,0,0,6,0,0,,3,Anand,76.47,2325,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",8,8,2.66,0,,2.66,8,17,0,,26,"Pro Kabaddi League Season 6, 2018",47.05,7,0,0.0,0,0,0,,0.0,0,,0,8,0,0,4,0
