career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
20,1,0,131,3,0,,22,Ajay Thakur,79.38,26,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",204,204,9.27,29,,9.22,174,388,0,,26,"Pro Kabaddi League Season 6, 2018",52.31,177,1,0.04,7,3,0,,9.09,11,,1,203,1,10,80,0
11,0,0,81,2,0,,13,Ajay Thakur,74.85,26,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",58,58,4.46,6,,4.46,52,171,0,,49,"Pro Kabaddi League Season 7, 2019",33.91,47,0,0.0,1,2,0,,0.0,5,,0,58,0,5,43,0
7,0,0,8,0,0,,5,Rohit Baliyan,76.0,261,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",12,12,2.4,4,,2.4,8,25,0,,2,"Pro Kabaddi League Season 2, 2015",48.0,11,0,0.0,0,0,0,,0.0,4,,0,12,0,4,6,0
11,2,0,43,1,0,,11,Rohit Baliyan,81.3,261,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",56,56,5.09,17,,4.9,37,107,0,,3,"Pro Kabaddi League Season 3, 2016",50.46,44,2,0.18,2,2,0,,11.76,17,,2,54,2,15,20,0
11,9,0,76,0,0,,17,Rohit Baliyan,79.39,261,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",74,74,4.35,28,,3.82,37,165,0,,8,"Pro Kabaddi League Season 5, 2017",39.39,55,9,0.52,1,1,0,,32.14,28,,9,65,9,19,34,0
11,14,1,75,3,0,,19,Rohit Baliyan,83.51,261,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",108,108,5.68,33,,4.94,61,188,0,,26,"Pro Kabaddi League Season 6, 2018",50.0,82,13,0.68,0,1,1,,43.75,32,,14,94,14,19,31,0
9,4,1,71,0,0,,14,Rohit Baliyan,79.03,261,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",44,44,3.14,15,,2.85,25,124,0,,49,"Pro Kabaddi League Season 7, 2019",32.25,27,3,0.21,0,2,1,,40.0,10,,4,40,4,7,26,0
0,0,0,0,0,0,0.0,0,Rohit Baliyan,0.0,261,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,4,"Pro Kabaddi League Season 4, 2016",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
5,0,0,10,0,0,,10,Selvamani K,79.16,264,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",14,14,1.4,5,,1.4,9,24,0,,2,"Pro Kabaddi League Season 2, 2015",58.33,9,0,0.0,0,1,0,,0.0,2,,0,14,0,2,5,0
10,1,0,48,0,0,,8,Selvamani K,83.69,264,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",39,39,4.87,7,,4.75,31,92,0,,3,"Pro Kabaddi League Season 3, 2016",41.3,29,1,0.12,1,1,0,,16.66,6,,1,38,1,5,15,0
7,0,0,53,0,0,,13,Selvamani K,82.07,264,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",45,45,3.46,8,,3.46,37,106,0,,4,"Pro Kabaddi League Season 4, 2016",42.45,34,0,0.0,0,1,0,,0.0,8,,0,45,0,8,19,0
2,0,0,5,0,0,,3,Selvamani K,57.14,264,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",4,4,1.33,0,,1.33,4,14,0,,8,"Pro Kabaddi League Season 5, 2017",28.57,3,0,0.0,0,0,0,,0.0,0,,0,4,0,0,6,0
11,3,0,36,0,0,,15,Selvamani K,76.82,264,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",41,41,2.73,17,,2.53,21,82,0,,26,"Pro Kabaddi League Season 6, 2018",46.34,27,3,0.2,1,3,0,,33.33,9,,3,38,3,6,19,0
5,2,0,19,0,0,,6,Selvamani K,71.42,264,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",12,12,2.0,4,,1.66,6,35,0,,49,"Pro Kabaddi League Season 7, 2019",28.57,6,2,0.33,0,1,0,,66.66,3,,2,10,2,1,10,0
3,3,1,0,0,0,,4,Ravinder,0.0,2644,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",3,3,0.75,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,2,0.5,0,0,1,,42.85,7,,3,0,3,5,0,0
0,0,0,0,0,0,0.0,0,Navneet,0.0,2656,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
4,31,2,1,0,0,,17,Ashu Singh,100.0,2657,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",31,31,1.82,0,,0.0,0,1,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,29,1.7,0,0,2,,41.89,74,,31,0,31,45,0,0
0,0,0,0,0,0,,2,Aakash Dattu Arsul,0.0,2658,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,2,,0,0,0,2,0,0
3,9,1,0,0,0,,9,Sagar,0.0,2659,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",9,9,1.0,0,,0.0,0,1,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,8,0.88,0,0,1,,50.0,18,,9,0,9,10,1,0
3,0,0,6,0,0,,7,Sushant Sail,52.38,2660,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",8,8,1.14,2,,1.14,6,21,0,,49,"Pro Kabaddi League Season 7, 2019",38.09,5,0,0.0,0,0,0,,0.0,1,,0,8,0,1,10,0
17,1,0,70,0,0,,15,Pankaj Mohite,76.88,2661,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",99,99,6.6,17,,6.53,81,186,0,,49,"Pro Kabaddi League Season 7, 2019",52.68,73,1,0.06,2,4,0,,8.33,12,,1,98,1,11,43,0
3,7,0,0,0,0,,5,Sanket Sawant,0.0,2662,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",7,7,1.4,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,7,1.4,0,0,0,,33.33,21,,7,0,7,14,0,0
0,0,0,0,0,0,0.0,0,Rajveersinh Pratap Rao Chavan,0.0,2663,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Sahil Mann,0.0,2664,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
3,4,1,0,0,0,,3,Elavarasan A,0.0,2665,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",4,4,1.33,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,3,1.0,0,0,1,,40.0,10,,4,0,4,7,0,0
4,0,0,4,0,0,,3,Harmanjit Singh,72.72,2666,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",4,4,1.33,0,,1.33,4,11,0,,49,"Pro Kabaddi League Season 7, 2019",36.36,4,0,0.0,0,0,0,,0.0,0,,0,4,0,0,3,0
