player_id,player_team,team_name,season,career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
2028,0,U Mumba,26,13,6,0,58,1,0,,15,Abhishek Singh,82.05,53,53,3.53,2,,3.13,45,117,0,,38,6,0.4,2,1,0,,19,,6,47,6,13,21,0
2028,0,U Mumba,49,13,1,0,98,0,0,,16,Abhishek Singh,81.62,109,109,6.81,10,,6.75,98,234,0,,93,1,0.06,6,2,0,,12,,1,108,1,11,43,0
204,0,Bengaluru Bulls,2,5,0,0,23,0,0,,11,Rakesh Narwal,77.08,21,21,1.9,4,,1.9,17,48,0,,14,0,0,0,2,0,,6,,0,21,0,6,11,0
204,0,Patna Pirates,3,0,0,0,3,0,0,,1,Rakesh Narwal,75,0,0,0,0,,0,0,4,0,,0,0,0,0,0,0,,1,,0,0,0,1,1,0
204,0,Gujarat Fortunegiants,8,6,1,0,33,0,0,,6,Rakesh Narwal,85.71,18,18,3,1,,2.83,16,56,0,,15,1,0.16,0,1,0,,3,,1,17,1,2,8,0
204,0,Bengal Warriors,26,3,1,0,5,0,0,,6,Rakesh Narwal,58.82,10,10,1.66,3,,1.5,6,17,0,,5,1,0.16,0,1,0,,3,,1,9,1,2,7,0
204,0,Bengal Warriors,49,3,0,0,0,0,0,,1,Rakesh Narwal,50,3,3,3,2,,3,1,2,0,,1,0,0,0,0,0,,0,,0,3,0,0,1,0
2041,0,U.P. Yoddha,49,2,2,0,0,0,0,,2,Gurdeep,0,2,2,1,0,,0,0,0,0,,0,2,1,0,0,0,,3,,2,0,2,1,0,0
211,0,Patna Pirates,2,10,4,0,59,0,0,,16,Deepak Narwal,70.74,61,61,3.81,15,,3.56,42,147,0,,45,4,0.25,0,1,0,,14,,4,57,4,10,43,0
211,0,Patna Pirates,3,15,2,1,27,0,0,,9,Deepak Narwal,82.75,33,33,3.66,12,,3.44,19,58,0,,21,1,0.11,1,0,1,,5,,2,31,2,4,10,0
211,0,Dabang Delhi K.C.,4,5,0,0,29,0,0,,6,Deepak Narwal,68.51,13,13,2.16,5,,2.16,8,54,0,,8,0,0,0,1,0,,1,,0,13,0,1,17,0
211,0,Bengal Warriors,8,11,2,0,74,2,0,,16,Deepak Narwal,77.54,87,87,5.43,22,,5.31,63,187,0,,71,2,0.12,4,1,0,,10,,2,85,2,8,42,1
211,0,Patna Pirates,26,13,4,0,50,0,0,,17,Deepak Narwal,75,74,74,4.35,37,,4.11,33,140,0,,55,4,0.23,3,1,0,,9,,4,70,4,5,35,0
211,0,Jaipur Pink Panthers,49,11,1,0,62,1,0,,17,Deepak Narwal,72.1,56,56,3.29,14,,3.23,41,147,0,,44,1,0.05,1,0,0,,7,,1,55,1,6,41,0
212,0,Patna Pirates,2,5,21,1,26,0,0,,12,Amit Hooda,85.71,26,26,2.16,0,,0.41,5,35,0,,4,20,1.66,0,0,1,,41,,21,5,21,21,5,0
212,0,Patna Pirates,3,3,11,0,4,0,0,,4,Amit Hooda,100,11,11,2.75,0,,0,0,4,0,,0,11,2.75,0,0,0,,27,,11,0,11,16,0,0
212,0,Jaipur Pink Panthers,4,6,51,4,0,0,3,,16,Amit Hooda,0,53,53,3.31,2,,0.12,0,2,0,,0,47,2.93,0,0,4,,89,,51,2,51,42,2,1
212,0,Tamil Thalaivas,8,6,61,6,6,2,2,,22,Amit Hooda,85.71,61,61,2.77,0,,0,0,7,0,,0,55,2.5,0,0,6,,117,,61,0,61,62,1,0
212,0,Tamil Thalaivas,26,8,49,4,0,2,4,,18,Amit Hooda,0,51,51,2.83,2,,0.11,0,2,0,,0,45,2.5,0,0,4,,85,,49,2,49,40,2,0
212,0,Jaipur Pink Panthers,49,5,36,3,3,0,2,,14,Amit Hooda,75,37,37,2.64,1,,0.07,0,4,0,,0,33,2.35,0,0,3,,70,,36,1,36,37,1,0
214,0,Bengal Warriors,26,3,3,0,5,0,0,,2,Amit Kumar,85.71,4,4,2,0,,0.5,1,7,0,,1,3,1.5,0,0,0,,8,,3,1,3,5,1,0
214,0,Telugu Titans,49,3,10,2,42,0,0,,9,Amit Kumar,93.61,13,13,1.44,1,,0.33,2,47,0,,2,8,0.88,0,0,2,,21,,10,3,10,13,3,0
218,0,Bengaluru Bulls,8,5,6,0,5,1,1,,9,Sachin Kumar,71.42,7,7,0.77,1,,0.11,0,7,0,,0,6,0.66,0,0,0,,24,,6,1,6,18,2,0
218,0,U.P. Yoddha,26,7,43,4,54,1,2,,25,Sachin Kumar,84.26,68,68,2.72,1,,1,24,89,0,,21,39,1.56,0,0,4,,101,,43,25,43,62,14,1
218,0,U.P. Yoddha,49,2,4,1,13,0,0,,12,Sachin Kumar,92.85,4,4,0.33,0,,0,0,14,0,,0,3,0.25,0,0,1,,11,,4,0,4,8,1,0
218,0,Dabang Delhi K.C.,2,0,0,0,0,0,0,0,0,Sachin Kumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,0,Dabang Delhi K.C.,3,0,0,0,0,0,0,0,0,Sachin Kumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,0,U Mumba,2,3,2,0,7,0,0,,4,K. Prapanjan,71.42,7,7,1.75,1,,1.25,4,14,0,,3,2,0.5,0,0,0,,5,,2,5,2,3,4,0
219,0,U Mumba,3,1,0,0,0,0,0,,4,K. Prapanjan,16.66,2,2,0.5,1,,0.5,1,6,0,,1,0,0,0,0,0,,2,,0,2,0,2,5,0
219,0,Telugu Titans,4,3,0,0,19,0,0,,11,K. Prapanjan,69.04,12,12,1.09,1,,1.09,11,42,0,,10,0,0,0,0,0,,1,,0,12,0,1,13,0
219,0,Tamil Thalaivas,8,11,1,0,133,0,0,,22,K. Prapanjan,77.45,124,124,5.63,20,,5.59,103,306,0,,104,1,0.04,3,2,0,,17,,1,123,1,16,69,0
219,0,Gujarat Fortunegiants,26,12,1,0,104,0,0,,22,K. Prapanjan,78.03,123,123,5.59,20,,5.54,102,255,0,,95,1,0.04,4,1,0,,11,,1,122,1,10,56,0
219,0,Bengal Warriors,49,12,2,0,85,0,0,,18,K. Prapanjan,79.18,101,101,5.61,25,,5.5,74,197,0,,71,2,0.11,3,4,0,,14,,2,99,2,12,41,0
2257,0,Tamil Thalaivas,26,5,0,0,0,0,0,,3,Victor Onyango Obiero,57.14,6,6,2,2,,2,4,7,0,,4,0,0,0,0,0,,0,,0,6,0,0,3,0
2257,0,Tamil Thalaivas,49,5,2,1,2,0,0,,3,Victor Onyango Obiero,75,8,8,2.66,3,,2,3,8,0,,4,1,0.33,0,0,1,,5,,2,6,2,4,2,0
2262,0,U.P. Yoddha,26,2,0,0,0,0,0,,3,Md. Masud Karim,50,3,3,1,1,,1,2,4,0,,2,0,0,0,0,0,,0,,0,3,0,0,2,0
2262,0,U.P. Yoddha,49,0,0,0,0,0,0,0,0,Md. Masud Karim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,0,Jaipur Pink Panthers,49,0,0,0,0,0,0,,1,Milinda Chathuranga,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0
2264,0,Bengal Warriors,49,0,0,0,0,0,0,0,0,Amir Santosh Dhumal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2268,0,Patna Pirates,49,0,0,0,1,0,0,,1,Naveen,33.33,0,0,0,0,,0,0,3,0,,0,0,0,0,0,0,,0,,0,0,0,0,2,0
2268,0,Patna Pirates,26,0,0,0,0,0,0,0,0,Naveen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2282,0,Tamil Thalaivas,49,2,0,0,3,0,0,,3,Yashwant Bishnoi,55.55,2,2,0.66,0,,0.66,2,9,0,,2,0,0,0,0,0,,2,,0,2,0,2,4,0
2282,0,Gujarat Fortunegiants,26,0,0,0,0,0,0,0,0,Yashwant Bishnoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,0,U.P. Yoddha,49,8,8,1,74,0,0,,15,Surender Gill,75.65,62,62,4.13,6,,3.6,48,152,0,,41,7,0.46,0,1,1,,14,,8,54,8,7,37,0
2290,0,Telugu Titans,26,5,0,0,10,0,0,,4,Rajnish,69.23,9,9,2.25,3,,2.25,6,26,0,,8,0,0,0,0,0,,3,,0,9,0,3,8,0
2290,0,Telugu Titans,49,11,2,0,38,0,0,,10,Rajnish,77.52,45,45,4.5,16,,4.3,27,89,0,,31,2,0.2,2,1,0,,7,,2,43,2,5,20,0
2291,0,Puneri Paltan,26,5,0,0,18,0,0,,6,Amit Kumar,75.86,8,8,1.33,1,,1.33,7,29,0,,4,0,0,0,1,0,,3,,0,8,0,3,7,0
2291,0,Puneri Paltan,49,9,20,1,29,0,0,,13,Amit Kumar,66.12,37,37,2.84,6,,1.3,11,62,0,,12,19,1.46,0,0,1,,41,,20,17,20,22,21,0
2296,0,Dabang Delhi K.C.,26,15,5,1,100,0,0,,22,Naveen Kumar,79.47,177,177,8.04,41,,7.81,131,307,0,,144,4,0.18,8,3,1,,12,,5,172,5,8,63,0
2296,0,Dabang Delhi K.C.,49,19,2,0,129,0,0,,19,Naveen Kumar,85.49,243,243,12.78,54,,12.68,187,386,0,,201,2,0.1,18,2,0,,6,,2,241,2,4,56,0
2297,0,U.P. Yoddha,26,0,0,0,0,0,0,0,0,Arkam Shaikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2297,0,U.P. Yoddha,49,0,0,0,0,0,0,0,0,Arkam Shaikh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2298,0,Telugu Titans,26,13,2,1,6,0,0,,4,Armaan,65.21,15,15,3.75,5,,3.25,8,23,0,,9,1,0.25,1,1,1,,1,,2,13,2,0,8,0
2298,0,Telugu Titans,49,4,0,0,13,0,0,,6,Armaan,59.37,9,9,1.5,1,,1.5,8,32,0,,6,0,0,0,1,0,,7,,0,9,0,7,13,0
2299,0,Telugu Titans,49,0,0,0,0,0,0,,2,Mula Siva Ganesh Reddy,0,0,0,0,0,,0,0,2,0,,0,0,0,0,0,0,,0,,0,0,0,0,2,0
2306,0,Gujarat Fortunegiants,26,5,4,1,2,0,0,,3,Lalit Chaudhary,42.85,7,7,2.33,2,,1,1,7,0,,1,3,1,0,0,1,,4,,4,3,4,1,4,0
2306,0,Gujarat Fortunegiants,49,3,3,1,4,0,0,,4,Lalit Chaudhary,45.45,5,5,1.25,0,,0.5,2,11,0,,1,2,0.5,0,0,1,,2,,3,2,3,0,6,0
2307,0,Telugu Titans,26,6,2,1,20,0,0,,8,Kamal Singh,77.14,15,15,1.87,7,,1.62,6,35,0,,7,1,0.12,0,0,1,,6,,2,13,2,5,8,0
2307,0,Telugu Titans,49,2,2,0,6,0,0,,3,Kamal Singh,75,2,2,0.66,0,,0,0,8,0,,0,2,0.66,0,0,0,,6,,2,0,2,4,2,0
2313,0,U Mumba,26,2,0,0,3,0,0,,3,Gaurav Kumar,50,2,2,0.66,0,,0.66,2,10,0,,2,0,0,0,0,0,,0,,0,2,0,0,5,0
2313,0,U Mumba,49,0,0,0,0,0,0,0,0,Gaurav Kumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2316,0,U.P. Yoddha,26,8,2,0,19,2,0,,9,Azad Singh,68.75,23,23,2.55,8,,2.33,13,48,0,,14,2,0.22,0,1,0,,5,,2,21,2,3,15,0
2316,0,U.P. Yoddha,49,3,0,0,14,0,0,,4,Azad Singh,65.38,6,6,1.5,3,,1.5,3,26,0,,3,0,0,0,0,0,,1,,0,6,0,1,9,0
2318,0,Haryana Steelers,26,1,0,0,1,0,0,,2,Arun Kumar HN,40,1,1,0.5,0,,0.5,1,5,0,,1,0,0,0,0,0,,1,,0,1,0,1,3,0
2318,0,Haryana Steelers,49,2,0,0,0,0,0,,2,Arun Kumar HN,25,2,2,1,2,,1,0,4,0,,1,0,0,0,0,0,,0,,0,2,0,0,3,0
2320,0,U Mumba,26,0,0,0,0,0,0,0,0,Mohit Balyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2320,0,U Mumba,49,0,0,0,0,0,0,0,0,Mohit Balyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2321,0,U.P. Yoddha,49,4,1,0,0,0,0,,3,Ankush,66.66,7,7,2.33,2,,2,4,6,0,,4,1,0.33,0,0,0,,1,,1,6,1,0,2,0
2322,0,Telugu Titans,26,0,0,0,1,0,0,,1,Ankit Beniwal,33.33,0,0,0,0,,0,0,3,0,,0,0,0,0,0,0,,0,,0,0,0,0,2,0
2322,0,Telugu Titans,49,2,1,0,4,0,0,,6,Ankit Beniwal,52.94,8,8,1.33,2,,1.16,5,17,0,,5,1,0.16,0,0,0,,2,,1,7,1,1,8,0
2325,0,Tamil Thalaivas,26,8,0,0,6,0,0,,3,Anand,76.47,8,8,2.66,0,,2.66,8,17,0,,7,0,0,0,0,0,,0,,0,8,0,0,4,0
2325,0,Tamil Thalaivas,49,4,0,0,5,0,0,,5,Anand,61.53,6,6,1.2,1,,1.2,5,13,0,,3,0,0,0,1,0,,3,,0,6,0,3,5,0
2330,0,U.P. Yoddha,49,6,61,1,5,0,5,,18,Sumit,85.71,63,63,3.5,1,,0.11,1,7,0,,1,60,3.33,0,0,1,,111,,61,2,61,51,1,0
2334,0,U Mumba,49,0,0,0,0,0,0,,6,Harsh Vardhan,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,2,,0,0,0,2,0,0
234,0,Puneri Paltan,2,6,3,0,6,0,0,,2,Surender Singh,62.5,8,8,4,3,,2.5,2,16,0,,4,3,1.5,0,0,0,,6,,3,5,3,3,6,0
234,0,Puneri Paltan,3,9,1,0,45,1,0,,12,Surender Singh,74.52,45,45,3.75,18,,3.66,26,106,0,,34,1,0.08,0,2,0,,11,,1,44,1,10,27,0
234,0,U Mumba,4,3,2,0,18,0,0,,11,Surender Singh,58.13,11,11,1,5,,0.81,4,43,0,,7,2,0.18,0,0,0,,8,,2,9,2,6,18,0
234,0,U.P. Yoddha,8,11,2,0,49,0,0,,18,Surender Singh,73.28,70,70,3.88,27,,3.77,41,131,0,,47,2,0.11,2,2,0,,23,,2,68,2,21,35,0
234,0,Patna Pirates,26,0,0,0,0,0,0,,1,Surender Singh,0,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,,1,,0,0,0,1,1,0
234,0,U.P. Yoddha,49,5,1,0,7,0,0,,4,Surender Singh,52.17,11,11,2.75,6,,2.5,4,23,0,,5,1,0.25,0,0,0,,4,,1,10,1,3,11,0
2345,0,U Mumba,26,0,0,0,2,0,0,,1,Anil,100,0,0,0,0,,0,0,2,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0
2345,0,U Mumba,49,0,0,0,0,0,0,0,0,Anil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2346,0,Patna Pirates,49,0,0,0,0,0,0,0,0,Mahendra Choudhary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2351,0,Gujarat Fortunegiants,26,1,1,0,0,0,0,,1,Vikram Kandola,0,1,1,1,0,,0,0,0,0,,0,1,1,0,0,0,,6,,1,0,1,5,0,0
2351,0,Haryana Steelers,49,0,0,0,1,0,0,,2,Vikram Kandola,100,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,,3,,0,0,0,3,0,0
2353,0,Bengaluru Bulls,26,2,4,0,0,0,0,,7,Ajay,0,4,4,0.57,0,,0,0,0,0,,0,4,0.57,0,0,0,,14,,4,0,4,10,0,0
2353,0,Bengaluru Bulls,49,2,2,0,3,0,0,,9,Ajay,100,4,4,0.44,1,,0.22,1,4,0,,1,2,0.22,0,0,0,,19,,2,2,2,17,0,0
2357,0,Haryana Steelers,26,17,14,2,78,3,0,,21,Naveen,77.2,102,102,4.85,17,,4.19,71,193,0,,71,12,0.57,1,4,2,,43,,14,88,14,31,44,0
2357,0,Haryana Steelers,49,14,2,0,39,1,0,,14,Naveen,71.92,58,58,4.14,16,,4,40,114,0,,43,2,0.14,1,1,0,,8,,2,56,2,6,32,0
2372,0,Haryana Steelers,49,0,0,0,0,0,0,0,0,Amirhossein Mohammad Maleki,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2376,0,Puneri Paltan,49,7,0,0,1,0,0,,2,Emad Sedaghatnia,54.54,8,8,4,3,,4,5,11,0,,5,0,0,0,0,0,,3,,0,8,0,3,5,0
240,0,Puneri Paltan,2,8,37,4,19,0,3,,13,Ravi Kumar,86.36,37,37,2.84,0,,0,0,22,0,,0,33,2.53,0,0,4,,61,,37,0,37,28,3,0
240,0,Puneri Paltan,3,2,9,1,0,0,0,,12,Ravi Kumar,0,9,9,0.75,0,,0,0,1,0,,0,8,0.66,0,0,1,,24,,9,0,9,16,1,0
240,0,Bengal Warriors,4,0,0,0,5,0,0,,5,Ravi Kumar,100,0,0,0,0,,0,0,5,0,,0,0,0,0,0,0,,9,,0,0,0,9,0,0
240,0,Puneri Paltan,8,4,30,2,2,1,0,,23,Ravi Kumar,100,30,30,1.3,0,,0,0,2,0,,0,28,1.21,0,0,2,,68,,30,0,30,40,0,0
240,0,Puneri Paltan,26,6,40,7,2,0,2,,22,Ravi Kumar,100,40,40,1.81,0,,0,0,2,0,,0,33,1.5,0,0,7,,96,,40,0,40,63,0,0
240,0,Haryana Steelers,49,6,40,5,11,0,3,,17,Ravi Kumar,100,40,40,2.35,0,,0,0,11,0,,0,35,2.05,0,0,5,,82,,40,0,40,47,0,0
2423,0,Tamil Thalaivas,49,0,0,0,0,0,0,0,0,Mohammad Arif Robbani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2462,0,Haryana Steelers,26,5,41,0,3,3,2,,22,Sunil,100,41,41,1.86,0,,0,0,3,0,,0,41,1.86,0,0,0,,122,,41,0,41,81,0,0
2462,0,Haryana Steelers,49,6,46,1,0,1,3,,17,Sunil,0,46,46,2.7,0,,0,0,0,0,,0,45,2.64,0,0,1,,101,,46,0,46,56,0,0
2463,0,Haryana Steelers,26,6,25,5,5,1,1,,19,Parveen,85.71,28,28,1.47,2,,0.15,1,7,0,,1,20,1.05,0,0,5,,60,,25,3,25,40,1,0
2463,0,Haryana Steelers,49,4,4,1,0,0,0,,6,Parveen,0,4,4,0.66,0,,0,0,0,0,,0,3,0.5,0,0,1,,15,,4,0,4,12,0,0
2470,0,Bengal Warriors,26,4,12,3,0,0,0,,10,Adarsh T,100,14,14,1.4,0,,0.2,2,1,0,,1,9,0.9,0,0,3,,23,,12,2,12,14,0,0
2470,0,Bengal Warriors,49,2,3,0,0,0,0,,9,Adarsh T,0,3,3,0.33,0,,0,0,0,0,,0,3,0.33,0,0,0,,9,,3,0,3,6,0,0
2471,0,Bengaluru Bulls,26,1,3,0,2,0,0,,6,Ankit,100,3,3,0.5,0,,0,0,2,0,,0,3,0.5,0,0,0,,11,,3,0,3,8,0,0
2471,0,Bengaluru Bulls,49,3,6,1,8,0,0,,7,Ankit,88.88,6,6,0.85,0,,0,0,9,0,,0,5,0.71,0,0,1,,21,,6,0,6,16,1,0
2473,0,Dabang Delhi K.C.,26,0,0,0,1,0,0,,1,Sumit Kumar,100,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,,1,,0,0,0,1,0,0
2473,0,Dabang Delhi K.C.,49,0,0,0,0,0,0,0,0,Sumit Kumar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2474,0,Dabang Delhi K.C.,26,0,0,0,1,0,0,,1,Aman Kadian,33.33,0,0,0,0,,0,0,3,0,,0,0,0,0,0,0,,0,,0,0,0,0,2,0
2474,0,Dabang Delhi K.C.,49,2,1,0,2,0,0,,3,Aman Kadian,66.66,4,4,1.33,1,,1,2,6,0,,2,1,0.33,0,0,0,,2,,1,3,1,1,2,0
2475,0,Jaipur Pink Panthers,26,9,4,1,63,0,0,,17,Ajinkya Ashok Pawar,73.61,75,75,4.41,9,,4.17,62,163,0,,57,3,0.17,0,1,1,,13,,4,71,4,10,43,0
2475,0,Jaipur Pink Panthers,49,5,0,0,25,0,0,,14,Ajinkya Ashok Pawar,62.12,19,19,1.35,3,,1.35,16,66,0,,16,0,0,0,0,0,,2,,0,19,0,2,25,0
2478,0,Patna Pirates,49,1,0,0,6,0,0,,6,Purna Singh,75,4,4,0.66,1,,0.66,3,12,0,,3,0,0,0,0,0,,2,,0,4,0,2,3,0
2478,0,Patna Pirates,26,0,0,0,0,0,0,0,0,Purna Singh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,0,Puneri Paltan,26,3,12,3,9,1,0,,10,Shubham Shinde,81.81,12,12,1.2,0,,0,0,11,0,,0,9,0.9,0,0,3,,38,,12,0,12,29,2,0
2479,0,Puneri Paltan,49,3,17,2,7,0,0,,13,Shubham Shinde,100,18,18,1.38,0,,0.07,1,8,0,,1,15,1.15,0,0,2,,44,,17,1,17,29,0,0
2480,0,Tamil Thalaivas,49,0,0,0,3,0,0,,2,Hemant Chauhan,75,0,0,0,0,,0,0,4,0,,0,0,0,0,0,0,,3,,0,0,0,3,1,0
2480,0,Tamil Thalaivas,26,0,0,0,0,0,0,0,0,Hemant Chauhan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2481,0,Tamil Thalaivas,26,7,17,1,0,1,1,,12,Ponparthiban Subramanian,0,17,17,1.41,0,,0,0,0,0,,0,16,1.33,0,0,1,,51,,17,0,17,35,0,0
2481,0,Tamil Thalaivas,49,1,3,0,0,0,0,,6,Ponparthiban Subramanian,0,3,3,0.5,0,,0,0,0,0,,0,3,0.5,0,0,0,,13,,3,0,3,10,0,0
2482,0,U.P. Yoddha,26,1,1,0,0,0,0,,3,Aashish Nagar,0,1,1,0.33,0,,0,0,0,0,,0,1,0.33,0,0,0,,4,,1,0,1,3,0,0
2482,0,U.P. Yoddha,49,0,0,0,0,0,0,0,0,Aashish Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2485,0,Gujarat Fortunegiants,49,15,4,1,42,0,0,,15,Sonu Jaglan,76.36,56,56,3.73,4,,3.46,48,110,0,,42,3,0.2,1,3,1,,4,,4,52,4,1,26,0
2486,0,U Mumba,49,5,17,1,0,0,1,,16,Harendra Kumar,0,17,17,1.06,0,,0,0,0,0,,0,16,1,0,0,1,,53,,17,0,17,37,0,0
2487,0,Haryana Steelers,49,0,0,0,0,0,0,0,0,Subhash Narwal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2488,0,Haryana Steelers,49,14,4,0,82,0,0,,19,Vinay,79.14,96,96,5.05,15,,4.84,77,187,0,,66,4,0.21,2,6,0,,16,,4,92,4,12,39,0
2489,0,Dabang Delhi K.C.,49,1,1,0,0,0,0,,1,Satywan,0,1,1,1,0,,0,0,0,0,,0,1,1,0,0,0,,2,,1,0,1,1,0,0
249,0,Telugu Titans,2,5,7,1,0,0,1,,4,Hadi Oshtorak,0,7,7,1.75,0,,0,0,1,0,,0,6,1.5,0,0,1,,13,,7,0,7,7,1,0
249,0,Patna Pirates,3,4,18,1,0,0,0,,10,Hadi Oshtorak,0,18,18,1.8,0,,0,0,1,0,,0,17,1.7,0,0,1,,40,,18,0,18,23,1,0
249,0,Patna Pirates,4,5,12,3,0,0,1,,7,Hadi Oshtorak,0,13,13,1.85,1,,0.14,0,1,0,,0,9,1.28,0,0,3,,21,,12,1,12,12,1,0
249,0,U Mumba,8,4,20,3,0,4,0,,16,Hadi Oshtorak,0,20,20,1.25,0,,0,0,0,0,,0,17,1.06,0,0,3,,55,,20,0,20,38,0,0
249,0,Gujarat Fortunegiants,26,5,12,0,5,3,0,,13,Hadi Oshtorak,81.81,18,18,1.38,0,,0.46,6,11,0,,4,12,0.92,0,0,0,,29,,12,6,12,17,2,0
249,0,Patna Pirates,49,5,35,6,32,6,1,,19,Hadi Oshtorak,94.73,43,43,2.26,4,,0.42,4,38,0,,4,29,1.52,0,0,6,,79,,35,8,35,50,2,0
2490,0,Dabang Delhi K.C.,49,0,0,0,0,0,0,0,0,Pratik Patil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2491,0,Dabang Delhi K.C.,49,0,0,0,1,0,0,,2,Neeraj Narwal,25,0,0,0,0,,0,0,4,0,,0,0,0,0,0,0,,0,,0,0,0,0,3,0
2492,0,Puneri Paltan,49,6,35,7,0,0,3,,18,Jadhav Balasaheb Shahaji,0,35,35,1.94,0,,0,0,0,0,,0,28,1.55,0,0,7,,64,,35,0,35,36,0,0
2493,0,Tamil Thalaivas,49,3,1,0,1,0,0,,3,Himanshu,66.66,3,3,1,0,,0.66,2,3,0,,1,1,0.33,0,0,0,,5,,1,2,1,4,1,0
2494,0,Jaipur Pink Panthers,49,4,1,0,18,0,0,,12,Sachin Narwal,73.52,12,12,1,3,,0.91,8,34,0,,7,1,0.08,0,1,0,,6,,1,11,1,5,9,0
2495,0,Jaipur Pink Panthers,49,0,0,0,0,0,0,0,0,Karamvir,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2496,0,Jaipur Pink Panthers,49,3,12,2,0,0,0,,15,Pavan T. R.,0,12,12,0.8,0,,0,0,0,0,,0,10,0.66,0,0,2,,38,,12,0,12,28,0,0
2497,0,Jaipur Pink Panthers,49,0,0,0,1,0,0,,2,Guman Singh,100,0,0,0,0,,0,0,1,0,,0,0,0,0,0,0,,0,,0,0,0,0,0,0
2498,0,Jaipur Pink Panthers,49,8,1,0,21,0,0,,7,Sushil Gulia,68.75,20,20,2.85,2,,2.71,17,48,0,,12,1,0.14,0,2,0,,4,,1,19,1,3,15,0
2499,0,Bengal Warriors,49,0,0,0,0,0,0,0,0,Avinash A. R.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2501,0,Bengaluru Bulls,49,1,1,0,0,0,0,,2,Aman,0,1,1,0.5,0,,0,0,0,0,,0,1,0.5,0,0,0,,4,,1,0,1,3,0,0
2502,0,Bengaluru Bulls,49,5,12,2,30,0,1,,13,Mohit Sehrawat,75.55,17,17,1.3,1,,0.38,4,45,0,,4,10,0.76,0,0,2,,31,,12,5,12,21,11,0
2503,0,Bengaluru Bulls,49,6,3,0,19,0,0,,11,Banty,71.11,21,21,1.9,3,,1.63,15,45,0,,13,3,0.27,0,0,0,,8,,3,18,3,5,13,0
2504,0,Patna Pirates,49,2,0,0,5,0,0,,7,Ashish,50,5,5,0.71,2,,0.71,3,16,0,,3,0,0,0,0,0,,2,,0,5,0,2,8,0
